Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP003405,Male,No,1,Graduate,No,3780,1220,21,360,1,Urban,Y
LP003406,Male,No,1,Graduate,Yes,1847,535,242,360,1,Urban,Y
LP003407,Male,Yes,1,Not Graduate,Yes,3673,2005,154,180,1,Semiurban,Y
LP003408,Female,Yes,1,Not Graduate,No,5020,771,101,120,1,Rural,Y
LP003409,Female,Yes,0,Not Graduate,Yes,2572,3665,147,360,1,Rural,Y
LP003410,Female,Yes,3+,Graduate,Yes,2585,2690,148,120,1,Urban,Y
LP003411,Female,Yes,0,Graduate,No,5187,1712,106,180,1,Urban,Y
LP003412,Female,Yes,2,Graduate,Yes,4402,2526,149,240,1,Semiurban,Y
LP003413,Female,Yes,0,Graduate,Yes,4565,2605,109,120,1,Rural,Y
LP003414,Male,Yes,0,Graduate,No,2983,936,119,360,1,Semiurban,Y
LP003415,Female,No,2,Graduate,No,4039,683,105,240,1,Rural,Y
LP003416,Male,No,2,Not Graduate,Yes,2651,1578,68,120,1,Semiurban,Y
LP003417,Male,Yes,2,Not Graduate,Yes,6280,2361,147,120,0,Urban,N
LP003418,Female,Yes,0,Graduate,No,6570,1639,169,240,0,Semiurban,N
LP003419,Male,No,0,Not Graduate,Yes,807,-76,165,240,0,Semiurban,N
LP003420,Female,Yes,2,Not Graduate,Yes,2640,697,180,240,1,Urban,Y
LP003421,Male,Yes,3+,Graduate,Yes,1506,1426,156,360,1,Rural,Y
LP003422,Female,Yes,3+,Not Graduate,No,3199,1424,113,360,1,Rural,Y
LP003423,Male,No,1,Graduate,Yes,4333,3472,181,120,0,Urban,N
LP003424,Female,No,2,Graduate,Yes,1600,114,72,120,0,Semiurban,N
LP003425,Female,No,1,Not Graduate,No,2656,2005,94,180,0,Semiurban,N
LP003426,Female,No,3+,Graduate,Yes,2492,2989,91,360,1,Semiurban,Y
LP003427,Female,No,1,Graduate,Yes,4914,3771,194,120,0,Rural,N
LP003428,Female,Yes,2,Graduate,No,4638,1095,187,240,1,Semiurban,Y
LP003429,Male,No,2,Graduate,No,3056,1991,164,240,1,Rural,Y
LP003430,Male,Yes,2,Graduate,No,4853,2069,193,360,1,Semiurban,Y
LP003431,Male,Yes,0,Graduate,No,3406,1695,96,240,1,Urban,Y
LP003432,Female,No,1,Graduate,Yes,3956,1401,157,180,1,Urban,Y
LP003433,Male,No,3+,Graduate,Yes,7846,1935,133,120,1,Rural,Y
LP003434,Female,Yes,3+,Not Graduate,No,7180,-1032,182,120,1,Rural,Y
LP003435,Female,Yes,3+,Not Graduate,No,1900,2182,134,120,1,Urban,Y
LP003436,Male,Yes,0,Not Graduate,Yes,6159,1626,120,360,0,Urban,N
LP003437,Male,No,0,Graduate,No,6122,1277,167,240,1,Semiurban,Y
LP003438,Female,No,2,Graduate,Yes,2203,3546,183,180,1,Urban,Y
LP003439,Male,No,3+,Not Graduate,No,6137,825,106,360,0,Rural,N
LP003440,Female,No,0,Not Graduate,Yes,7575,1096,136,120,0,Urban,N
LP003441,Female,No,2,Not Graduate,No,2254,3491,87,180,1,Rural,Y
LP003442,Female,Yes,3+,Graduate,No,2664,667,15,120,1,Rural,Y
LP003443,Female,No,1,Not Graduate,Yes,6535,949,150,120,1,Semiurban,Y
LP003444,Female,Yes,2,Not Graduate,No,5042,1352,170,360,1,Semiurban,Y
LP003445,Male,Yes,0,Graduate,Yes,5602,2340,153,120,1,Semiurban,Y
LP003446,Male,Yes,0,Not Graduate,Yes,5181,1707,42,180,0,Semiurban,N
LP003447,Female,No,2,Graduate,Yes,5281,207,122,120,1,Urban,Y
LP003448,Female,No,2,Graduate,Yes,1847,967,29,240,0,Semiurban,N
LP003449,Male,No,0,Graduate,Yes,6594,892,208,120,0,Urban,N
LP003450,Male,Yes,1,Not Graduate,No,6839,1422,85,360,0,Semiurban,N
LP003451,Female,Yes,3+,Not Graduate,No,4041,1925,202,180,1,Semiurban,Y
LP003452,Male,Yes,1,Graduate,Yes,4413,1918,187,360,0,Rural,N
LP003453,Female,Yes,2,Not Graduate,No,1437,-276,94,240,1,Urban,Y
LP003454,Male,Yes,1,Not Graduate,Yes,5528,2563,83,120,1,Rural,Y
LP003455,Female,Yes,0,Not Graduate,No,5644,1752,157,360,1,Semiurban,Y
LP003456,Male,No,2,Not Graduate,No,4375,2884,97,360,1,Urban,Y
LP003457,Female,No,3+,Graduate,No,6748,1944,145,360,1,Semiurban,Y
LP003458,Male,No,0,Not Graduate,No,3831,2601,115,360,1,Rural,Y
LP003459,Male,No,0,Graduate,Yes,5629,1966,50,240,1,Urban,Y
LP003460,Female,Yes,3+,Graduate,Yes,2460,2846,28,240,1,Rural,Y
LP003461,Male,Yes,3+,Not Graduate,No,4452,2022,151,120,1,Semiurban,Y
LP003462,Female,No,1,Graduate,No,4151,1402,111,120,1,Semiurban,Y
LP003463,Male,Yes,2,Not Graduate,Yes,4950,3772,112,180,0,Semiurban,N
LP003464,Female,No,3+,Not Graduate,No,3760,2389,174,240,1,Urban,Y
LP003465,Male,No,3+,Graduate,Yes,4237,2073,198,360,1,Rural,Y
LP003466,Female,No,2,Graduate,Yes,6152,223,126,360,1,Rural,Y
LP003467,Male,Yes,3+,Graduate,Yes,3626,211,122,180,1,Semiurban,Y
LP003468,Female,No,3+,Graduate,No,1286,1792,165,360,1,Rural,Y
LP003469,Male,No,1,Not Graduate,Yes,7999,1645,72,180,1,Urban,Y
LP003470,Female,No,0,Not Graduate,No,7262,885,151,120,0,Semiurban,N
LP003471,Female,Yes,0,Not Graduate,Yes,1915,1640,167,240,1,Semiurban,Y
LP003472,Female,Yes,0,Graduate,No,5879,3088,174,180,1,Semiurban,Y
LP003473,Male,No,0,Graduate,No,3494,2195,43,360,1,Urban,Y
LP003474,Female,Yes,3+,Graduate,No,5026,358,101,180,0,Semiurban,N
LP003475,Male,Yes,2,Not Graduate,Yes,5088,1388,96,120,1,Semiurban,Y
LP003476,Female,Yes,2,Graduate,Yes,4031,695,144,360,1,Semiurban,Y
LP003477,Male,Yes,1,Not Graduate,No,2932,1112,164,120,1,Semiurban,Y
LP003478,Female,Yes,1,Graduate,No,3118,1086,214,120,1,Rural,Y
LP003479,Male,Yes,3+,Not Graduate,No,2667,1022,115,180,1,Semiurban,Y
LP003480,Male,Yes,2,Not Graduate,Yes,2836,244,115,120,1,Urban,Y
LP003481,Female,Yes,2,Graduate,Yes,4365,1372,197,360,1,Semiurban,Y
LP003482,Male,Yes,0,Graduate,Yes,3068,939,154,120,1,Semiurban,Y
LP003483,Male,Yes,3+,Not Graduate,Yes,5864,-1429,203,120,1,Rural,Y
LP003484,Female,No,3+,Not Graduate,No,7474,3552,154,180,1,Semiurban,Y
LP003485,Male,No,0,Graduate,No,3339,2588,82,120,1,Rural,Y
LP003486,Male,Yes,3+,Graduate,Yes,4978,1123,73,240,1,Urban,Y
LP003487,Male,No,3+,Not Graduate,Yes,5499,1518,62,180,0,Rural,N
LP003488,Female,No,1,Graduate,No,5444,328,173,180,0,Semiurban,N
LP003489,Male,Yes,2,Not Graduate,Yes,4651,3195,199,360,1,Urban,Y
LP003490,Female,Yes,3+,Not Graduate,Yes,5985,3397,232,360,1,Semiurban,Y
LP003491,Male,Yes,1,Graduate,Yes,5464,1656,182,360,1,Rural,Y
LP003492,Male,No,2,Graduate,Yes,2024,2523,198,360,1,Urban,Y
LP003493,Male,No,0,Graduate,Yes,6238,1675,110,240,1,Urban,Y
LP003494,Female,Yes,1,Graduate,Yes,6274,163,82,180,0,Rural,N
LP003495,Male,Yes,1,Graduate,No,2973,1088,182,120,1,Rural,Y
LP003496,Male,Yes,2,Not Graduate,Yes,4575,1631,160,360,1,Urban,Y
LP003497,Female,No,0,Not Graduate,Yes,5866,1045,145,360,1,Urban,Y
LP003498,Male,No,1,Graduate,No,4081,1281,159,360,1,Rural,Y
LP003499,Female,No,3+,Graduate,No,6645,1408,156,120,1,Semiurban,Y
LP003500,Female,No,3+,Graduate,No,9227,1419,204,360,1,Urban,Y
LP003501,Male,Yes,3+,Not Graduate,Yes,2928,1552,204,120,1,Rural,Y
LP003502,Female,Yes,0,Graduate,No,1737,439,167,180,0,Semiurban,N
LP003503,Male,Yes,1,Graduate,Yes,5107,782,182,180,1,Urban,Y
LP003504,Female,Yes,3+,Not Graduate,Yes,5943,215,165,180,0,Urban,N
LP003505,Female,No,0,Not Graduate,Yes,4038,2477,116,240,0,Rural,N
LP003506,Male,No,3+,Graduate,No,7406,-605,177,120,1,Semiurban,Y
LP003507,Female,Yes,2,Graduate,No,1822,2653,70,360,1,Urban,Y
LP003508,Female,Yes,1,Graduate,No,5885,2886,192,360,1,Semiurban,Y
LP003509,Female,No,1,Not Graduate,No,3288,1197,80,360,0,Semiurban,N
LP003510,Female,Yes,0,Graduate,No,7938,-1103,154,360,1,Urban,Y
LP003511,Female,No,0,Graduate,Yes,8485,1138,97,240,1,Semiurban,Y
LP003512,Male,Yes,1,Graduate,Yes,2966,1435,167,360,1,Urban,Y
LP003513,Female,Yes,3+,Not Graduate,Yes,3400,489,138,240,1,Semiurban,Y
LP003514,Male,Yes,3+,Not Graduate,Yes,6219,984,60,120,0,Urban,N
LP003515,Female,Yes,2,Graduate,No,3725,3030,161,180,1,Rural,Y
LP003516,Male,Yes,3+,Graduate,No,4409,2164,111,360,1,Urban,Y
LP003517,Male,Yes,0,Not Graduate,Yes,4550,575,184,180,1,Urban,Y
LP003518,Female,Yes,0,Not Graduate,No,660,-97,140,120,0,Urban,N
LP003519,Female,No,3+,Not Graduate,No,4472,1172,159,120,1,Semiurban,Y
LP003520,Female,No,0,Not Graduate,Yes,3120,1286,92,360,1,Rural,Y
LP003521,Male,No,1,Not Graduate,Yes,3513,1996,110,120,1,Semiurban,Y
LP003522,Female,No,1,Not Graduate,No,7387,964,117,180,1,Semiurban,Y
LP003523,Male,No,3+,Not Graduate,No,1986,2011,182,360,1,Urban,Y
LP003524,Male,Yes,1,Not Graduate,Yes,6126,3435,223,240,1,Semiurban,Y
LP003525,Male,Yes,1,Not Graduate,Yes,3942,2315,99,360,1,Urban,Y
LP003526,Female,No,2,Graduate,Yes,3940,1451,193,180,1,Rural,Y
LP003527,Female,Yes,2,Graduate,No,6080,1316,31,360,1,Semiurban,Y
LP003528,Male,No,1,Graduate,Yes,5180,1143,80,360,1,Semiurban,Y
LP003529,Male,No,3+,Not Graduate,Yes,5641,2680,92,180,1,Semiurban,Y
LP003530,Female,Yes,2,Graduate,No,6436,872,72,360,0,Urban,N
LP003531,Male,Yes,0,Not Graduate,No,3837,1545,60,360,0,Urban,N
LP003532,Female,Yes,0,Not Graduate,No,3275,1551,160,180,1,Semiurban,Y
LP003533,Male,No,0,Graduate,No,2329,998,129,120,1,Semiurban,Y
LP003534,Female,Yes,3+,Not Graduate,No,2849,127,158,180,1,Rural,Y
LP003535,Male,No,1,Graduate,Yes,10398,1822,174,360,1,Rural,Y
LP003536,Female,No,0,Graduate,Yes,6989,1438,153,240,1,Rural,Y
LP003537,Male,No,3+,Graduate,No,1797,2000,172,240,1,Rural,Y
LP003538,Female,Yes,2,Not Graduate,No,1855,966,136,180,1,Rural,Y
LP003539,Female,Yes,1,Graduate,No,5463,2720,80,240,0,Urban,N
LP003540,Male,No,2,Not Graduate,No,5594,623,192,360,1,Rural,Y
LP003541,Male,Yes,3+,Graduate,No,5597,3212,110,360,1,Rural,Y
LP003542,Female,Yes,0,Graduate,Yes,3990,-247,93,180,1,Semiurban,Y
LP003543,Male,Yes,0,Graduate,Yes,4249,1934,131,360,1,Urban,Y
LP003544,Female,No,3+,Not Graduate,Yes,5155,1975,94,120,1,Rural,Y
LP003545,Male,No,0,Not Graduate,Yes,4671,704,119,360,1,Rural,Y
LP003546,Female,Yes,1,Not Graduate,No,61,1924,157,180,1,Rural,Y
LP003547,Female,No,3+,Graduate,Yes,4040,2779,157,120,1,Semiurban,Y
LP003548,Female,Yes,2,Graduate,No,2797,-716,95,120,0,Semiurban,N
LP003549,Female,Yes,3+,Not Graduate,No,4850,2002,115,240,1,Semiurban,Y
LP003550,Female,Yes,1,Not Graduate,No,10470,-993,193,360,1,Rural,Y
LP003551,Female,Yes,1,Not Graduate,Yes,5234,534,164,180,1,Semiurban,Y
LP003552,Male,No,3+,Not Graduate,No,3872,3129,243,240,1,Rural,Y
LP003553,Male,No,3+,Not Graduate,Yes,6343,918,199,240,1,Urban,Y
LP003554,Male,No,0,Not Graduate,Yes,5465,326,197,360,1,Rural,Y
LP003555,Female,Yes,1,Graduate,No,5340,1302,70,360,0,Semiurban,N
LP003556,Female,Yes,3+,Not Graduate,No,5713,3567,178,180,0,Urban,N
LP003557,Female,Yes,3+,Graduate,No,8613,-331,137,240,1,Rural,Y
LP003558,Female,No,1,Graduate,Yes,2238,448,112,180,0,Urban,N
LP003559,Male,Yes,3+,Not Graduate,No,5447,2997,148,240,1,Urban,Y
LP003560,Male,No,0,Not Graduate,Yes,2647,3357,187,240,1,Urban,Y
LP003561,Female,No,1,Graduate,No,5611,1396,165,240,1,Rural,Y
LP003562,Male,No,0,Not Graduate,No,2662,260,96,360,0,Semiurban,N
LP003563,Male,No,0,Not Graduate,Yes,3665,3595,177,240,1,Rural,Y
LP003564,Female,No,0,Graduate,Yes,3909,3094,108,240,1,Semiurban,Y
LP003565,Male,No,0,Graduate,Yes,6451,2178,150,240,1,Rural,Y
LP003566,Female,Yes,1,Graduate,Yes,6336,687,124,120,1,Rural,Y
LP003567,Male,Yes,0,Not Graduate,Yes,2008,1450,129,360,1,Rural,Y
LP003568,Female,No,0,Graduate,Yes,4609,1339,178,120,0,Semiurban,N
LP003569,Female,No,3+,Not Graduate,No,3080,1830,87,360,1,Rural,Y
LP003570,Female,Yes,1,Graduate,No,1982,2951,237,180,1,Urban,Y
LP003571,Female,No,1,Graduate,Yes,4065,2379,48,120,1,Rural,Y
LP003572,Male,No,2,Graduate,No,3883,422,110,180,1,Urban,Y
LP003573,Female,Yes,1,Not Graduate,Yes,9353,2876,158,240,1,Semiurban,Y
LP003574,Female,No,1,Not Graduate,No,5365,1813,169,180,1,Semiurban,Y
LP003575,Female,No,2,Graduate,No,1744,2187,134,180,1,Rural,Y
LP003576,Male,No,1,Graduate,Yes,3370,2966,137,180,1,Rural,Y
LP003577,Female,Yes,1,Graduate,Yes,6542,388,160,180,1,Rural,Y
LP003578,Male,Yes,1,Not Graduate,Yes,8676,1464,128,360,1,Urban,Y
LP003579,Female,Yes,1,Graduate,No,1328,968,209,120,1,Semiurban,Y
LP003580,Male,No,2,Not Graduate,Yes,740,-67,181,360,1,Urban,Y
LP003581,Male,No,1,Graduate,No,8241,1846,183,360,0,Urban,N
LP003582,Female,Yes,1,Graduate,Yes,5279,4011,91,360,1,Rural,Y
LP003583,Male,No,2,Graduate,No,2763,-340,136,180,1,Rural,Y
LP003584,Female,No,3+,Graduate,No,5569,1467,124,360,1,Urban,Y
LP003585,Female,No,0,Graduate,Yes,-771,2140,89,120,1,Urban,Y
LP003586,Female,No,3+,Graduate,No,4506,1623,158,360,0,Rural,N
LP003587,Male,No,2,Not Graduate,No,5155,1386,113,240,1,Rural,Y
LP003588,Male,Yes,0,Graduate,Yes,6348,200,172,180,1,Urban,Y
LP003589,Female,No,2,Not Graduate,No,2472,1732,86,240,1,Rural,Y
LP003590,Female,Yes,2,Graduate,Yes,4671,743,225,120,1,Rural,Y
LP003591,Male,No,1,Graduate,Yes,2649,-689,95,120,0,Urban,N
LP003592,Female,Yes,0,Not Graduate,Yes,5010,2694,150,120,1,Urban,Y
LP003593,Female,No,1,Graduate,Yes,2709,2458,179,120,1,Semiurban,Y
LP003594,Female,Yes,0,Not Graduate,No,3683,1551,111,360,1,Urban,Y
LP003595,Male,No,2,Not Graduate,No,2508,1729,182,180,1,Rural,Y
LP003596,Male,Yes,2,Graduate,No,5802,2574,78,120,0,Urban,N
LP003597,Male,No,3+,Not Graduate,Yes,6216,1724,212,240,1,Urban,Y
LP003598,Female,Yes,0,Not Graduate,No,4030,2404,140,120,1,Urban,Y
LP003599,Female,No,1,Graduate,No,4576,1202,110,180,1,Semiurban,Y
LP003600,Female,Yes,3+,Not Graduate,Yes,1602,2811,125,240,1,Semiurban,Y
LP003601,Male,Yes,3+,Graduate,Yes,3900,1820,180,240,1,Rural,Y
LP003602,Female,No,3+,Graduate,No,4399,1694,110,240,1,Semiurban,Y
LP003603,Female,No,1,Graduate,Yes,9741,229,102,360,1,Urban,Y
LP003604,Female,Yes,3+,Graduate,Yes,2276,1786,128,120,1,Semiurban,Y
LP003605,Female,No,1,Not Graduate,Yes,7428,668,81,360,1,Urban,Y
LP003606,Male,Yes,3+,Graduate,Yes,6493,861,231,240,0,Semiurban,N
LP003607,Male,Yes,1,Graduate,No,5061,684,111,360,1,Semiurban,Y
LP003608,Female,Yes,2,Not Graduate,Yes,8017,433,181,360,1,Semiurban,Y
LP003609,Male,No,2,Graduate,Yes,5244,3624,150,360,1,Urban,Y
LP003610,Male,Yes,2,Graduate,Yes,5278,2831,90,120,1,Semiurban,Y
LP003611,Female,Yes,2,Not Graduate,Yes,4393,3420,139,240,1,Urban,Y
LP003612,Female,No,2,Not Graduate,Yes,6947,277,179,240,0,Urban,N
LP003613,Male,No,3+,Not Graduate,Yes,6692,1571,130,120,1,Rural,Y
LP003614,Female,No,3+,Not Graduate,Yes,3248,206,199,360,1,Semiurban,Y
LP003615,Male,No,3+,Not Graduate,Yes,1861,804,191,360,1,Rural,Y
LP003616,Female,Yes,1,Not Graduate,No,4094,581,185,180,1,Rural,Y
LP003617,Male,Yes,1,Not Graduate,Yes,2899,2739,117,180,1,Urban,Y
LP003618,Female,Yes,1,Graduate,No,4372,1103,86,180,1,Semiurban,Y
LP003619,Male,Yes,1,Not Graduate,Yes,6974,2568,109,120,1,Urban,Y
LP003620,Male,No,2,Not Graduate,Yes,3585,2104,149,240,1,Urban,Y
LP003621,Male,Yes,2,Not Graduate,Yes,4414,3803,167,180,1,Semiurban,Y
LP003622,Female,Yes,2,Graduate,Yes,4616,20,31,240,1,Urban,Y
LP003623,Male,No,0,Graduate,No,6196,2759,139,240,1,Semiurban,Y
LP003624,Male,Yes,3+,Not Graduate,Yes,6,2646,147,240,1,Semiurban,Y
LP003625,Female,Yes,1,Not Graduate,Yes,3286,526,126,120,1,Urban,Y
LP003626,Female,Yes,1,Not Graduate,No,4922,2507,204,120,1,Urban,Y
LP003627,Male,Yes,2,Graduate,No,6900,1836,161,120,1,Rural,Y
LP003628,Male,Yes,1,Graduate,Yes,3516,1272,205,120,1,Urban,Y
LP003629,Female,Yes,1,Not Graduate,No,746,676,129,180,1,Semiurban,Y
LP003630,Female,No,3+,Graduate,No,5739,780,186,360,1,Rural,Y
LP003631,Female,No,2,Not Graduate,No,3229,3549,221,360,1,Semiurban,Y
LP003632,Female,Yes,3+,Graduate,Yes,2120,1500,205,360,1,Rural,Y
LP003633,Female,Yes,0,Graduate,Yes,3251,2282,85,180,1,Urban,Y
LP003634,Male,No,0,Not Graduate,Yes,4130,709,127,360,0,Urban,N
LP003635,Female,Yes,0,Not Graduate,No,3290,720,122,180,1,Urban,Y
LP003636,Male,Yes,2,Not Graduate,Yes,88,2581,164,180,1,Semiurban,Y
LP003637,Male,Yes,1,Not Graduate,No,6294,150,174,180,1,Rural,Y
LP003638,Male,No,2,Graduate,Yes,7049,1084,98,360,1,Semiurban,Y
LP003639,Female,Yes,2,Graduate,Yes,5803,1534,143,240,1,Rural,Y
LP003640,Male,No,1,Graduate,No,2224,1611,39,360,1,Urban,Y
LP003641,Male,Yes,3+,Not Graduate,Yes,4097,1320,212,360,1,Semiurban,Y
LP003642,Female,No,0,Graduate,No,4486,1895,114,120,1,Urban,Y
LP003643,Male,No,3+,Not Graduate,No,5697,2192,142,180,1,Semiurban,Y
LP003644,Male,Yes,0,Graduate,Yes,5836,2234,124,240,1,Urban,Y
LP003645,Female,No,2,Not Graduate,No,3031,514,197,120,1,Semiurban,Y
LP003646,Male,Yes,0,Not Graduate,Yes,4663,1215,-1,240,1,Semiurban,Y
LP003647,Male,No,2,Graduate,Yes,5414,2694,139,240,1,Rural,Y
LP003648,Male,Yes,3+,Not Graduate,No,7411,2394,134,180,1,Urban,Y
LP003649,Female,Yes,2,Not Graduate,Yes,5909,127,117,360,1,Rural,Y
LP003650,Female,No,3+,Graduate,No,6078,1851,226,180,1,Rural,Y
LP003651,Female,Yes,1,Not Graduate,Yes,4667,-478,95,180,1,Urban,Y
LP003652,Male,Yes,1,Not Graduate,Yes,7320,1546,178,120,1,Semiurban,Y
LP003653,Male,No,1,Not Graduate,Yes,5319,3397,157,180,0,Rural,N
LP003654,Female,Yes,2,Graduate,Yes,2777,552,203,360,0,Urban,N
LP003655,Male,Yes,1,Graduate,Yes,7306,665,106,240,1,Semiurban,Y
LP003656,Male,No,0,Not Graduate,No,5895,2264,103,180,1,Rural,Y
LP003657,Female,No,3+,Graduate,No,3613,-42,194,240,1,Rural,Y
LP003658,Female,Yes,3+,Not Graduate,No,3541,867,161,180,1,Rural,Y
LP003659,Male,Yes,0,Not Graduate,No,5093,2096,62,240,1,Semiurban,Y
LP003660,Male,No,2,Not Graduate,No,5426,865,113,180,1,Rural,Y
LP003661,Male,No,2,Not Graduate,No,4894,1264,159,120,0,Semiurban,N
LP003662,Female,Yes,3+,Not Graduate,Yes,5122,2244,181,240,1,Rural,Y
LP003663,Female,No,1,Graduate,Yes,7899,1921,106,180,1,Urban,Y
LP003664,Female,Yes,2,Not Graduate,No,6643,1766,-5,180,1,Rural,Y
LP003665,Female,Yes,2,Graduate,No,4881,1160,166,120,0,Urban,N
LP003666,Male,Yes,0,Graduate,Yes,6382,1870,78,120,1,Urban,Y
LP003667,Female,Yes,0,Not Graduate,Yes,2434,1376,39,120,1,Urban,Y
LP003668,Female,Yes,1,Not Graduate,Yes,5295,1957,-1,240,1,Semiurban,Y
LP003669,Female,No,2,Graduate,No,8118,1003,180,240,0,Urban,N
LP003670,Female,No,2,Graduate,No,4063,1317,146,120,1,Rural,Y
LP003671,Female,No,0,Graduate,No,2804,510,128,360,0,Semiurban,N
LP003672,Male,No,2,Not Graduate,Yes,3195,1464,209,360,1,Urban,Y
LP003673,Male,Yes,3+,Graduate,Yes,2320,688,171,180,1,Semiurban,Y
LP003674,Female,Yes,0,Not Graduate,No,2930,385,220,360,1,Semiurban,Y
LP003675,Male,Yes,1,Not Graduate,No,3758,1758,70,180,1,Semiurban,Y
LP003676,Female,Yes,0,Not Graduate,Yes,1688,1712,138,240,1,Rural,Y
LP003677,Female,No,2,Graduate,Yes,4531,2282,59,240,0,Urban,N
LP003678,Male,Yes,1,Not Graduate,Yes,6304,1068,128,360,1,Semiurban,Y
LP003679,Male,Yes,0,Not Graduate,Yes,2684,1908,127,240,1,Semiurban,Y
LP003680,Female,No,3+,Not Graduate,No,7538,2050,171,120,1,Semiurban,Y
LP003681,Female,No,3+,Not Graduate,Yes,5521,1944,142,120,1,Urban,Y
LP003682,Female,No,0,Not Graduate,Yes,6561,674,171,360,1,Semiurban,Y
LP003683,Male,No,3+,Graduate,Yes,3184,1649,175,360,1,Semiurban,Y
LP003684,Female,Yes,3+,Not Graduate,No,6209,1864,247,180,1,Rural,Y
LP003685,Female,Yes,3+,Not Graduate,No,2316,1507,124,240,1,Urban,Y
LP003686,Female,No,1,Graduate,Yes,6280,-586,92,180,0,Rural,N
LP003687,Male,Yes,3+,Not Graduate,Yes,4843,1660,152,180,1,Urban,Y
LP003688,Female,Yes,3+,Graduate,Yes,5606,3712,99,120,0,Urban,N
LP003689,Female,Yes,3+,Not Graduate,No,2148,1139,214,120,1,Urban,Y
LP003690,Male,No,1,Graduate,No,2709,771,125,120,1,Rural,Y
LP003691,Female,Yes,0,Graduate,No,5694,1873,111,120,1,Rural,Y
LP003692,Female,No,2,Not Graduate,Yes,2603,1812,116,180,1,Rural,Y
LP003693,Male,Yes,3+,Not Graduate,No,5426,2692,175,120,0,Rural,N
LP003694,Female,Yes,0,Not Graduate,Yes,1765,242,132,240,1,Semiurban,Y
LP003695,Male,Yes,3+,Graduate,Yes,6196,2231,107,120,1,Semiurban,Y
LP003696,Male,No,1,Graduate,Yes,2034,2090,223,120,0,Semiurban,N
LP003697,Female,Yes,0,Graduate,No,5604,1357,97,120,1,Urban,Y
LP003698,Female,No,1,Not Graduate,Yes,5751,1838,141,360,1,Semiurban,Y
LP003699,Female,No,3+,Graduate,No,3106,2529,172,240,1,Urban,Y
LP003700,Female,No,3+,Graduate,No,5664,2372,58,240,0,Rural,N
LP003701,Male,Yes,1,Not Graduate,Yes,5020,356,164,180,1,Urban,Y
LP003702,Female,Yes,2,Graduate,Yes,3422,2320,87,180,1,Urban,Y
LP003703,Male,Yes,1,Graduate,No,2482,1435,181,120,1,Semiurban,Y
LP003704,Female,Yes,3+,Not Graduate,Yes,574,1572,91,360,0,Rural,N
LP003705,Female,No,1,Graduate,No,5199,1573,174,180,1,Rural,Y
LP003706,Female,No,2,Not Graduate,Yes,1370,1349,195,180,1,Semiurban,Y
LP003707,Male,No,1,Not Graduate,No,4690,2691,183,120,1,Rural,Y
LP003708,Female,Yes,2,Not Graduate,No,3973,1416,152,120,0,Rural,N
LP003709,Female,No,2,Not Graduate,No,5858,380,128,180,0,Rural,N
LP003710,Female,Yes,1,Not Graduate,No,3895,1106,111,180,0,Semiurban,N
LP003711,Female,No,1,Graduate,Yes,3841,1678,213,240,1,Rural,Y
LP003712,Male,Yes,0,Graduate,Yes,5963,2729,105,360,1,Urban,Y
LP003713,Female,Yes,3+,Not Graduate,No,5170,2103,88,240,1,Urban,Y
LP003714,Male,No,2,Not Graduate,No,5132,649,173,180,0,Rural,N
LP003715,Male,No,0,Graduate,Yes,5438,3985,100,240,1,Semiurban,Y
LP003716,Male,No,1,Not Graduate,Yes,1428,1764,92,240,1,Semiurban,Y
LP003717,Male,No,3+,Not Graduate,Yes,6013,2775,67,180,1,Semiurban,Y
LP003718,Male,Yes,0,Not Graduate,Yes,5724,1348,115,120,1,Rural,Y
LP003719,Male,No,2,Graduate,Yes,2466,2033,135,180,1,Rural,Y
LP003720,Female,No,0,Graduate,Yes,4011,2339,152,120,1,Urban,Y
LP003721,Male,No,2,Not Graduate,No,4421,2718,187,180,1,Semiurban,Y
LP003722,Male,Yes,1,Not Graduate,Yes,4231,2557,166,180,1,Urban,Y
LP003723,Male,Yes,3+,Graduate,Yes,5167,2372,130,180,1,Urban,Y
LP003724,Female,No,3+,Graduate,No,7362,1184,130,360,1,Semiurban,Y
LP003725,Female,Yes,3+,Not Graduate,Yes,6663,928,165,120,1,Rural,Y
LP003726,Male,No,1,Not Graduate,Yes,1875,1832,203,360,1,Rural,Y
LP003727,Female,Yes,2,Graduate,Yes,5744,2433,146,180,1,Urban,Y
LP003728,Male,Yes,1,Graduate,Yes,7157,1277,116,240,1,Urban,Y
LP003729,Male,Yes,3+,Graduate,Yes,5273,2565,90,360,1,Urban,Y
LP003730,Female,Yes,1,Not Graduate,No,6681,2952,67,120,1,Urban,Y
LP003731,Male,No,1,Graduate,Yes,8524,583,173,180,1,Semiurban,Y
LP003732,Female,No,1,Not Graduate,No,6547,663,168,360,1,Urban,Y
LP003733,Female,No,2,Graduate,No,4998,1359,168,240,0,Urban,N
LP003734,Male,Yes,0,Graduate,Yes,6590,1807,133,360,1,Rural,Y
LP003735,Male,No,0,Graduate,No,4789,975,210,120,1,Rural,Y
LP003736,Female,No,1,Graduate,Yes,4547,2852,115,360,1,Rural,Y
LP003737,Male,No,0,Not Graduate,No,3797,1924,187,240,1,Semiurban,Y
